IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.744757 0.001333  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.745712 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.746696 0.001336  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.747687 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.748640 0.001333  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.749634 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.750633 0.001328  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.751617 0.001337  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.752575 0.001341  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.753532 0.001338  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.754504 0.001343  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.755467 0.001325  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.756433 0.001337  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.757456 0.001329  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.758414 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.759385 0.001327  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.760363 0.001332  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.761366 0.001337  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.762317 0.001342  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.763427 0.001343  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.764273 0.001324  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.765245 0.00133  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.766254 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.767234 0.001326  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.768466 0.001324  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.769140 0.001332  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.770099 0.001329  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.771127 0.001317  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.772079 0.001348  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.773074 0.001339  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.775025 0.001325  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.775983 0.00134  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.776951 0.001331  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.777894 0.001337  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.778872 0.001331  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.779894 0.001325  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.780862 0.001331  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.781827 0.001341  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.782798 0.001332  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.785778 0.001322  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.786713 0.001318  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.787730 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.788665 0.001333  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.789665 0.001326  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.790659 0.001337  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.791584 0.001325  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.793533 0.001336  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.794505 0.001327  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.795478 0.00133  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.796463 0.001338  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.799406 0.001335  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.800388 0.001346  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.801342 0.001332  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.802339 0.001341  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.803324 0.001324  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.804290 0.001333  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.805308 0.001335  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.806238 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.807266 0.001339  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.808191 0.001331  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.809162 0.00133  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.810130 0.001329  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.811109 0.001327  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.812083 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.813073 0.001324  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.814045 0.001329  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.815024 0.001327  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.816013 0.001332  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.817983 0.001331  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.818983 0.001338  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.819925 0.001328  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.820915 0.001322  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.821889 0.001334  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.822830 0.001332  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.823881 0.001343  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.824824 0.001332  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.825759 0.001328  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.826794 0.001333  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.827765 0.001328  
IT-EMA:ID-AuxCtrl:EncPos-Mon   2022-07-12 11:48:38.828738 0.001333  
